id_transect_annee,transect_coordonnees,transect_type_prairie,transect_paturage_prairie,transect_rythme_fauchage_prairie,amendements,semis_sursemis,duree,longueur_transect,geometry,HPrai_sp,simpPrai_sp,SPrai_sp,JPrai_sp,NPrai_sp,NPrai_sp_ab,log_NPrai_sp,logNPrai_sp,id_transect,annee,classe_habitat,habitat,axe1_1000,axe2_1000,axe3_1000,axe4_1000,axe1_5000,axe2_5000,axe3_5000,axe1_10000,axe2_10000,axe3_10000,site_id,degre_fauche,logN
110_PDL ORCHIDEES PROTEGEES_2020,"{""type"": ""LineString"", ""coordinates"": [[-0.6327145644853769, 44.825075313075196], [-0.6332188197833484, 44.82476332032135]]}",Prairie humide,Non pâturée,Fauche tardive,[],Non,1800,52.77413315988437,"c(-0.632966692134363, 44.8249193166983)",0.9950269901795212,0.5925925925925927,3,0.9057125980138371,17.053809245399872,9,2.893356701039701,2.836373594928339,110_PDL ORCHIDEES PROTEGEES,2020,2_Terres arables et/ou Cultures permanentes,Terres arables et/ou Cultures permanentes,-0.08076297479712559,-0.9636766526330376,-0.6553046415602142,0.6410857707577997,-1.825321576832887,0.15937553190766054,-0.30084723345944225,-0.6663861862486634,0.8532989780869995,-0.2744923449466664,110,1.Fauche tardive,2.836373594928339
110_PDL ORCHIDEES PROTEGEES_2021,"{""type"": ""LineString"", ""coordinates"": [[-0.6327145644853769, 44.825075313075196], [-0.6332188197833484, 44.82476332032135]]}",Prairie humide,Non pâturée,Fauche tardive,[],Non,1200,52.77413315988437,"c(-0.632966692134363, 44.8249193166983)",1.1499171377909299,0.6297577854671279,4,0.8294898760621027,32.212750796866416,17,3.502933862336801,3.4723623616483352,110_PDL ORCHIDEES PROTEGEES,2021,2_Terres arables et/ou Cultures permanentes,Terres arables et/ou Cultures permanentes,-0.08076297479712559,-0.9636766526330376,-0.6553046415602142,0.6410857707577997,-1.825321576832887,0.15937553190766054,-0.30084723345944225,-0.6663861862486634,0.8532989780869995,-0.2744923449466664,110,1.Fauche tardive,3.4723623616483352
110_PDL ORCHIDEES PROTEGEES_2022,"{""type"": ""LineString"", ""coordinates"": [[-0.6327145644853769, 44.825075313075196], [-0.6332188197833484, 44.82476332032135]]}",Prairie humide,Non pâturée,Fauche tardive,[],Non,900,52.77413315988437,"c(-0.632966692134363, 44.8249193166983)",1.2105367626153136,0.6303854875283447,5,0.7521487801815903,39.79222157259969,21,3.7084914155041275,3.6836714553155425,110_PDL ORCHIDEES PROTEGEES,2022,2_Terres arables et/ou Cultures permanentes,Terres arables et/ou Cultures permanentes,-0.08076297479712559,-0.9636766526330376,-0.6553046415602142,0.6410857707577997,-1.825321576832887,0.15937553190766054,-0.30084723345944225,-0.6663861862486634,0.8532989780869995,-0.2744923449466664,110,1.Fauche tardive,3.6836714553155425
110_PDL ORCHIDEES PROTEGEES_2023,"{""type"": ""LineString"", ""coordinates"": [[-0.6327145644853769, 44.825075313075196], [-0.6332188197833484, 44.82476332032135]]}",Prairie humide,Non pâturée,Fauche tardive,[],Je ne sais pas,2700,52.77413315988437,"c(-0.632966692134363, 44.8249193166983)",1.6551789775334218,0.7569444444444445,7,0.8505937328796843,45.47682465439966,24,3.8389537938244356,3.8172028479400653,110_PDL ORCHIDEES PROTEGEES,2023,2_Terres arables et/ou Cultures permanentes,Terres arables et/ou Cultures permanentes,-0.08076297479712559,-0.9636766526330376,-0.6553046415602142,0.6410857707577997,-1.825321576832887,0.15937553190766054,-0.30084723345944225,-0.6663861862486634,0.8532989780869995,-0.2744923449466664,110,1.Fauche tardive,3.8172028479400653
111_Lilas - Prairie pâturée_2022,"{""type"": ""LineString"", ""coordinates"": [[2.388418545264003, 48.77673017486471], [2.388606299886765, 48.77658523455078], [2.3890381355397796, 48.77673370999342], [2.3889093895053, 48.776954654774535], [2.3884346385104527, 48.77673547755472]]}",Prairie sans distinction,Non pâturée,Fauche tardive,[],Non,2400,125.6748430357494,"c(2.38868140174126, 48.7767478503476)",1.0986122886681096,0.6666666666666667,3,0.9999999999999998,2.387112589547155,3,1.2199778149563505,0.8700845140479112,111_Lilas - Prairie pâturée,2022,1_Tissu urbain discontinu,Tissu urbain discontinu,-0.356864284096585,-0.9752403661427204,-0.4670092721329756,0.6802229582640507,-1.81135299250824,0.21358805104499723,-0.1096378923483604,-2.451847874342997,0.14160499586528769,0.10848640190169062,111,1.Fauche tardive,0.8700845140479112
111_Lilas - Talus long rue Paul Armangot_2015,"{""type"": ""LineString"", ""coordinates"": [[2.381163239483815, 48.77952470846121], [2.3821395635599094, 48.780196340249844]]}",Prairie semée,Non pâturée,Fauche tardive,[],Oui,3600,103.41692984659211,"c(2.38165140152186, 48.7798605243555)",0.6829081047004716,0.4897959183673468,2,0.9852281360342514,6.768717665844216,7,2.0501051141886366,1.91231165477983,111_Lilas - Talus long rue Paul Armangot,2015,3_Prairies et Zones agricoles hétérogènes,Prairies et Zones agricoles hétérogènes,-0.34113676160179657,-0.9706169346407648,-0.472856153855096,0.6799419204291052,-1.820609480877314,0.1794789658443144,-0.17665896602525807,-2.5072140841819652,0.15047272338010775,0.14403469412382097,111,1.Fauche tardive,1.91231165477983
111_Lilas - Talus long rue Paul Armangot_2022,"{""type"": ""LineString"", ""coordinates"": [[2.381163239483815, 48.77952470846121], [2.3821395635599094, 48.780196340249844]]}",Prairie sans distinction,Non pâturée,Fauche tardive,[],Non,2340,103.41692984659211,"c(2.38165140152186, 48.7798605243555)",0.8675632284814612,0.5000000000000002,3,0.7896900821428474,5.801757999295043,6,1.9171811080772128,1.758160974952572,111_Lilas - Talus long rue Paul Armangot,2022,3_Prairies et Zones agricoles hétérogènes,Prairies et Zones agricoles hétérogènes,-0.34113676160179657,-0.9706169346407648,-0.472856153855096,0.6799419204291052,-1.820609480877314,0.1794789658443144,-0.17665896602525807,-2.5072140841819652,0.15047272338010775,0.14403469412382097,111,1.Fauche tardive,1.758160974952572
1122_Bassin de rétention_2021,"{""type"": ""LineString"", ""coordinates"": [[-0.268111, 49.284139], [-0.266882, 49.283862], [-0.265348, 49.28367]]}",Prairie humide,Non pâturée,Fauche tardive,"[""espaces-verts.amendements.aucun""]",Non,2700,207.61201560123806,"c(-0.266780333333333, 49.2838903333333)",1.3975460882321453,0.7264000000000002,5,0.8683442072757616,12.041692253505062,25,2.5681513221203836,2.488374982620781,1122_Bassin de rétention,2021,1_Tissu urbain discontinu,Tissu urbain discontinu,-0.21510105994751888,-0.3336043810061454,-0.3908252111826351,1.0649158369013207,1.319915442090045,-0.7643787350510571,4.427046197400216,1.5002028851676117,-1.645555121170239,1.8445086138152136,1122,1.Fauche tardive,2.488374982620781
1137_montreau gestion 3_2022,"{""type"": ""LineString"", ""coordinates"": [[2.473868, 48.865337], [2.474143, 48.865029], [2.474615, 48.864535], [2.474958, 48.864411], [2.475224, 48.864448], [2.4754, 48.864699], [2.47564, 48.86475], [2.475846, 48.864625], [2.475941, 48.864747], [2.476138, 48.86488]]}",Prairie sans distinction,Non pâturée,Fauche tardive,"[""espaces-verts.amendements.aucun""]",Non,2100,258.6912991745571,"c(2.4751773, 48.8647461)",1.2424533248940002,0.6666666666666665,4,0.8962406251802891,2.3193667584279205,6,1.1997740293228079,0.8412941994673907,1137_montreau gestion 3,2022,1_Tissu urbain discontinu,Tissu urbain discontinu,-1.2334704860323888,-0.9231433726046088,-0.10227705294455208,0.425871762953177,-1.8034349178310247,0.22810422521139231,-0.6466001276675714,-2.6752849764961772,0.18607574966227217,0.1005826369290692,1137,1.Fauche tardive,0.8412941994673907
113_PSB PRAIRIE BOUCLE_2020,"{""type"": ""LineString"", ""coordinates"": [[-0.6895707609510404, 44.820930185233074], [-0.6879399778715785, 44.821759680816726], [-0.686673975215658, 44.82127263898091], [-0.6858478548359773, 44.820869304350296], [-0.6843994619727776, 44.82013872878085], [-0.6850217344652797, 44.81972016568932], [-0.6867705347392724, 44.820207220633336], [-0.6885729791950471, 44.82040508553148], [-0.6895278456092081, 44.82066383090826], [-0.689581489782007, 44.82088452457542]]}",Prairie sèche (calcicole),Non pâturée,Plusieurs fauches,[],Non,3540,956.3518811034214,"c(-0.687390661463785, 44.82068513655)",0.6199411808266098,0.3074181332145245,5,0.3851911130197101,7.005789534569286,67,2.0801649717623416,1.9467368835831673,113_PSB PRAIRIE BOUCLE,2020,3_Prairies et Zones agricoles hétérogènes,Prairies et Zones agricoles hétérogènes,-0.1934789827106611,-0.378011795243782,-0.3226405127120017,0.07493511636571852,-0.31891518688084647,0.6244796212697616,-0.7464262673772326,-0.16360863420871388,2.1969636043429426,-0.16512485118294432,113,3.Plusieurs fauches,1.9467368835831673
1140_Prairie_2023,"{""type"": ""LineString"", ""coordinates"": [[-4.147967, 48.581214], [-4.1489, 48.582322]]}",Prairie semée,Non pâturée,Plusieurs fauches,"[""espaces-verts.amendements.engrais-organique""]",Non,1980,141.0308436331999,"c(-4.1484335, 48.581768)",0.8264053222918115,0.42659279778393344,4,0.596125430117321,13.472230265753888,19,2.672231659088158,2.6006305495268442,1140_Prairie,2023,3_Prairies et Zones agricoles hétérogènes,Prairies et Zones agricoles hétérogènes,3.2491093285575765,-0.18522002456780415,-2.13980151515072,0.4831712430431685,3.076755542118076,-1.8072235698377055,0.6213100779454053,2.210961935598214,-1.100078450577873,-0.6788736208018216,1140,3.Plusieurs fauches,2.6006305495268442
1141_Prairie du lavoir_2023,"{""type"": ""LineString"", ""coordinates"": [[-4.148479, 48.57878], [-4.147937, 48.579042], [-4.147958, 48.578339], [-4.147411, 48.578613]]}",Prairie sans distinction,Non pâturée,Plusieurs fauches,"[""espaces-verts.amendements.aucun""]",Non,2400,178.04053841060443,"c(-4.14794625, 48.5786935)",1.0506652765928128,0.5185185185185186,5,0.6528150408758518,10.110057046944927,18,2.4078507383768732,2.3135306756420717,1141_Prairie du lavoir,2023,3_Prairies et Zones agricoles hétérogènes,Prairies et Zones agricoles hétérogènes,3.2305782252618496,-0.1718039522793803,-2.109703486542895,0.49276660942203554,3.065147336328714,-1.8078879836430757,0.6257150017366675,2.2111499668511634,-1.0659023805810757,-0.7152790595161647,1141,3.Plusieurs fauches,2.3135306756420717
1142_Centre parking_2023,"{""type"": ""LineString"", ""coordinates"": [[-4.144257, 48.57835], [-4.143045, 48.577385], [-4.14209, 48.576689]]}",Prairie sans distinction,Non pâturée,Fauche tardive,"[""espaces-verts.amendements.aucun""]",Non,2160,244.0391963379796,"c(-4.14313066666667, 48.5774746666667)",1.2424533248940002,0.6666666666666666,4,0.8962406251802891,2.4586214387013308,6,1.2408700815550573,0.8996008020948602,1142_Centre parking,2023,3_Prairies et Zones agricoles hétérogènes,Prairies et Zones agricoles hétérogènes,3.268738844023519,-0.19943132080177103,-2.171683573580988,0.473007121148776,3.0465265428988277,-1.809032705311293,0.6302146901290713,2.198594190076954,-1.0505972456395092,-0.7379656326414085,1142,1.Fauche tardive,0.8996008020948602
1145_Transect 2021_2021,"{""type"": ""LineString"", ""coordinates"": [[0.087998, 49.511039], [0.088443, 49.511098], [0.088819, 49.511648]]}",Prairie sans distinction,Non pâturée,Non fauchée,"[""espaces-verts.amendements.aucun""]",Non,1800,99.70315135774534,"c(0.08842, 49.5112616666667)",1.1169258998260736,0.5679012345679013,5,0.693985080876369,18.053591842261955,18,2.947255631949975,2.893344659013337,1145_Transect 2021,2021,1_Tissu urbain discontinu,Tissu urbain discontinu,-1.4103464139434283,-1.284933292507688,-0.07536555255643951,0.6990478136743029,-0.06718051183651187,-0.3999894634542705,4.674606692479114,0.8518708658281575,-1.8337091820696712,3.2424063710987108,1145,0.Non fauchée,2.893344659013337
1149_Transect 2021_2021,"{""type"": ""LineString"", ""coordinates"": [[0.115078, 49.525799], [0.115749, 49.52659]]}",Prairie sans distinction,Non pâturée,Non fauchée,"[""espaces-verts.amendements.aucun""]",Non,1800,100.40748950104597,"c(0.1154135, 49.5261945)",0.6365141682948128,0.4444444444444444,2,0.9182958340544894,5.975649854224766,6,1.9424254924319442,1.7876928541167436,1149_Transect 2021,2021,1_Tissu urbain discontinu,Tissu urbain discontinu,-0.4311430297009384,-0.5271871776794714,-0.4181035042284588,0.2255928874443396,0.07856529715201957,-0.3153285110515936,1.948162423876707,0.9569641498821044,-1.7424264663234608,2.852014732433702,1149,0.Non fauchée,1.7876928541167436
114_BDB PRAIRIE RONCIER SUD TERRAIN BICROSS_2017,"{""type"": ""LineString"", ""coordinates"": [[-0.644696448318074, 44.81581703389918], [-0.6447514336037268, 44.8159640169202], [-0.6446508507595168, 44.816050113595196], [-0.6445180814224072, 44.81608103225395], [-0.6444282274181468, 44.81610053478755], [-0.6443719010286231, 44.81612812372548], [-0.6443370323100157, 44.81616712875423], [-0.6445569734526271, 44.81629460842152], [-0.6446857194781243, 44.81644111454726]]}",Prairie sans distinction,Non pâturée,Plusieurs fauches,[],Non,900,99.9128124392178,"c(-0.64455518531014, 44.8161159674338)",0,1,0,-0,0,0,0,-Inf,114_BDB PRAIRIE RONCIER SUD TERRAIN BICROSS,2017,1_Tissu urbain discontinu,Tissu urbain discontinu,-0.653249044780596,-1.07330945963722,-0.3702857354612792,0.6801459959425525,-1.583482052249639,0.15851170478491527,-0.3781368812287329,-0.5165103349042003,1.283181790446355,-0.13966256331097818,114,3.Plusieurs fauches,-Inf
114_BDB PRAIRIE RONCIER SUD TERRAIN BICROSS_2022,"{""type"": ""LineString"", ""coordinates"": [[-0.644696448318074, 44.81581703389918], [-0.6447514336037268, 44.8159640169202], [-0.6446508507595168, 44.816050113595196], [-0.6445180814224072, 44.81608103225395], [-0.6444282274181468, 44.81610053478755], [-0.6443719010286231, 44.81612812372548], [-0.6443370323100157, 44.81616712875423], [-0.6445569734526271, 44.81629460842152], [-0.6446857194781243, 44.81644111454726]]}",Prairie sans distinction,Non pâturée,Plusieurs fauches,[],Je ne sais pas,900,99.9128124392178,"c(-0.64455518531014, 44.8161159674338)",0,0,1,NA,1.000872636438247,1,0.6935834036199535,8.722559124280044e-4,114_BDB PRAIRIE RONCIER SUD TERRAIN BICROSS,2022,1_Tissu urbain discontinu,Tissu urbain discontinu,-0.653249044780596,-1.07330945963722,-0.3702857354612792,0.6801459959425525,-1.583482052249639,0.15851170478491527,-0.3781368812287329,-0.5165103349042003,1.283181790446355,-0.13966256331097818,114,3.Plusieurs fauches,8.722559124280044e-4
1150_Transect 2021_2021,"{""type"": ""LineString"", ""coordinates"": [[0.092392, 49.502652], [0.093702, 49.502945]]}",Prairie sans distinction,Pâturée,Non fauchée,"[""espaces-verts.amendements.aucun""]",Non,1800,100.05011303766945,"c(0.093047, 49.5027985)",0.6931471805599453,0.5,2,1,9.994991206291733,10,2.397439824214839,2.3020840881412443,1150_Transect 2021,2021,1_Tissu urbain discontinu,Tissu urbain discontinu,-0.8943475040484007,0.9090348102628888,0.14510929220666954,0.9459987189799224,-0.3155287468606881,-0.3584420778490123,4.595696074714601,0.8928433684579936,-1.7395900388033254,3.3043642589426945,1150,0.Non fauchée,2.3020840881412443
1152_Transect 2021_2021,"{""type"": ""LineString"", ""coordinates"": [[0.108443, 49.530744], [0.10781, 49.530689], [0.1076, 49.530455], [0.107531, 49.530246]]}",Prairie sans distinction,Non pâturée,Fauche précoce,"[""espaces-verts.amendements.aucun""]",Non,1860,99.97031901854977,"c(0.107846, 49.5305335)",1.310783678099714,0.7160493827160495,4,0.9455305560363264,9.002672081430514,9,2.3028522654433594,2.1975214312074725,1152_Transect 2021,2021,0_Territoires artificialisés sans végétation,Territoires artificialisés sans végétation,0.2593375395295535,0.17429522755281582,-0.6909419613219587,-0.318234899753884,0.27453781702255964,-0.3732404277052042,2.4952577968125897,0.8901739193259505,-1.8258748151895228,2.877685862991046,1152,2.Fauche précoce,2.1975214312074725
1153_Transect 2021_2021,"{""type"": ""LineString"", ""coordinates"": [[0.109618, 49.530378], [0.109623, 49.530932], [0.109113, 49.530834]]}",Prairie sans distinction,Non pâturée,Non fauchée,"[""espaces-verts.amendements.aucun""]",Non,1920,99.98901239429605,"c(0.109451333333333, 49.5307146666667)",0.9172316100964962,0.4573094543940025,5,0.5699080424353139,49.00538451842459,49,3.9121306899984463,3.8919301802044823,1153_Transect 2021,2021,0_Territoires artificialisés sans végétation,Territoires artificialisés sans végétation,0.46856131086869135,0.10851832442993446,-0.7976932482019456,-0.22707968499471207,0.25884409079762677,-0.36266084656356223,2.35641110088698,0.8936568103431967,-1.8213336931169055,2.8558510042602485,1153,0.Non fauchée,3.8919301802044823
1154_Transect 2021_2021,"{""type"": ""LineString"", ""coordinates"": [[0.130325, 49.483432], [0.129283, 49.483561], [0.129165, 49.48376]]}",Prairie sans distinction,Non pâturée,Non fauchée,"[""espaces-verts.amendements.aucun""]",Non,1800,100.3413332560817,"c(0.129591, 49.4835843333333)",0.8981370031878679,0.5562130177514794,3,0.8175195311866702,12.955777622390789,13,2.6358935890037385,2.561541837098085,1154_Transect 2021,2021,0_Territoires artificialisés sans végétation,Territoires artificialisés sans végétation,-0.2768621991264397,4.279968109271233,0.4206005293312677,-0.47459353889021183,-1.0009293233864025,-0.19963358140441764,4.09252142159621,1.023205007405455,-1.306824522470581,2.7624796938797753,1154,0.Non fauchée,2.561541837098085
1157_Transect 2021_2021,"{""type"": ""LineString"", ""coordinates"": [[0.129858, 49.528294], [0.128473, 49.528301]]}",Prairie sans distinction,Non pâturée,Non fauchée,"[""espaces-verts.amendements.aucun""]",Non,1920,99.96356753509441,"c(0.1291655, 49.5282975)",0.4699417218422372,0.2130881557598704,4,0.33899129580430815,86.03134333896978,86,4.466268322037576,4.454711687284912,1157_Transect 2021,2021,1_Tissu urbain discontinu,Tissu urbain discontinu,0.33804409279186537,-0.8333728282811113,-0.8021416153819436,0.6371524897342363,-0.04023873360817199,-0.2512593522574171,0.7810711710450469,1.0582698086200175,-1.6297652869307415,2.6798814342819073,1157,0.Non fauchée,4.454711687284912
1158_Transect 2021_2021,"{""type"": ""LineString"", ""coordinates"": [[0.130255, 49.52731], [0.128897, 49.527502]]}",Prairie sans distinction,Non pâturée,Non fauchée,"[""espaces-verts.amendements.aucun""]",Non,1860,100.31187428348358,"c(0.129576, 49.527406)",0,0,1,NA,18.940928116152612,19,2.9927743088944494,2.9413250895220893,1158_Transect 2021,2021,1_Tissu urbain discontinu,Tissu urbain discontinu,0.0904480375157071,-0.8888387265073125,-0.6887852742811152,0.6500829844856685,-0.07611952162570934,-0.24670413422193352,0.7695732596867622,1.0700869992184965,-1.619932062993951,2.690150848572741,1158,0.Non fauchée,2.9413250895220893
